username|to|text|retweets|favorites|replies|id|permalink|author_id|date|formatted_date|mentions|hashtags|geo|urls
sismos_dot_cl|None|3.8 – 65 km al N de Mina Collahuasi https://goo.gl/fb/6rDfKR #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1131901795247284224|https://twitter.com/sismos_dot_cl/status/1131901795247284224|118119011|2019-05-24 12:36:32+00:00|Fri May 24 12:36:32 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/6rDfKR
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.6 – 71 km al SO de Ollagüe https://goo.gl/fb/aBKugA #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1131811667510120448 …|0|0|0|1131814366481797120|https://twitter.com/AlertaVR/status/1131814366481797120|3426754877|2019-05-24 06:49:07+00:00|Fri May 24 06:49:07 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/aBKugA,https://twitter.com/sismos_dot_cl/status/1131811667510120448
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.6 – 75 km al NE de Calama https://goo.gl/fb/27Uhhg #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1131809232381251584 …|0|1|0|1131814362384076805|https://twitter.com/AlertaVR/status/1131814362384076805|3426754877|2019-05-24 06:49:06+00:00|Fri May 24 06:49:06 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/27Uhhg,https://twitter.com/sismos_dot_cl/status/1131809232381251584
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.1 – 11 km al O de Andacollo https://goo.gl/fb/1M6KdZ #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1131800669223047168 …|0|2|0|1131814358235979776|https://twitter.com/AlertaVR/status/1131814358235979776|3426754877|2019-05-24 06:49:05+00:00|Fri May 24 06:49:05 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/1M6KdZ,https://twitter.com/sismos_dot_cl/status/1131800669223047168
sismos_dot_cl|None|3.6 – 71 km al SO de Ollagüe https://goo.gl/fb/aBKugA #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1131811667510120448|https://twitter.com/sismos_dot_cl/status/1131811667510120448|118119011|2019-05-24 06:38:24+00:00|Fri May 24 06:38:24 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/aBKugA
sismos_dot_cl|None|3.6 – 75 km al NE de Calama https://goo.gl/fb/27Uhhg #Terremoto #Temblor #sismos #chile #sismo|0|2|0|1131809232381251584|https://twitter.com/sismos_dot_cl/status/1131809232381251584|118119011|2019-05-24 06:28:43+00:00|Fri May 24 06:28:43 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/27Uhhg
sismos_dot_cl|None|3.1 – 11 km al O de Andacollo https://goo.gl/fb/1M6KdZ #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1131800669223047168|https://twitter.com/sismos_dot_cl/status/1131800669223047168|118119011|2019-05-24 05:54:42+00:00|Fri May 24 05:54:42 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/1M6KdZ
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.3 – 92 km al E de Mina La Escondida. https://goo.gl/fb/owznZ7 #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1131767628614307846 …|0|0|0|1131774118116900864|https://twitter.com/AlertaVR/status/1131774118116900864|3426754877|2019-05-24 04:09:11+00:00|Fri May 24 04:09:11 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/owznZ7,https://twitter.com/sismos_dot_cl/status/1131767628614307846
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.1 – 41 km al N de Pozo Almonte https://goo.gl/fb/tGwoUH #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1131764413575438337 …|0|0|0|1131774114149142529|https://twitter.com/AlertaVR/status/1131774114149142529|3426754877|2019-05-24 04:09:10+00:00|Fri May 24 04:09:10 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/tGwoUH,https://twitter.com/sismos_dot_cl/status/1131764413575438337
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.1 – 42 km al N de Pozo Almonte https://goo.gl/fb/ia5H4Z #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1131752554180702209 …|0|0|0|1131774108428115968|https://twitter.com/AlertaVR/status/1131774108428115968|3426754877|2019-05-24 04:09:09+00:00|Fri May 24 04:09:09 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/ia5H4Z,https://twitter.com/sismos_dot_cl/status/1131752554180702209
sismos_dot_cl|None|3.3 – 92 km al E de Mina La Escondida. https://goo.gl/fb/owznZ7 #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1131767628614307846|https://twitter.com/sismos_dot_cl/status/1131767628614307846|118119011|2019-05-24 03:43:24+00:00|Fri May 24 03:43:24 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/owznZ7
sismos_dot_cl|None|3.1 – 41 km al N de Pozo Almonte https://goo.gl/fb/tGwoUH #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1131764413575438337|https://twitter.com/sismos_dot_cl/status/1131764413575438337|118119011|2019-05-24 03:30:38+00:00|Fri May 24 03:30:38 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/tGwoUH
sismos_dot_cl|None|3.1 – 42 km al N de Pozo Almonte https://goo.gl/fb/ia5H4Z #Terremoto #Temblor #sismos #chile #sismo|0|2|0|1131752554180702209|https://twitter.com/sismos_dot_cl/status/1131752554180702209|118119011|2019-05-24 02:43:30+00:00|Fri May 24 02:43:30 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/ia5H4Z
sismos_dot_cl|None|3.2 – 75 km al NE de San Pedro de Atacama https://goo.gl/fb/3NjYNL #Terremoto #Temblor #sismos #chile #sismo|1|1|0|1132429494680248321|https://twitter.com/sismos_dot_cl/status/1132429494680248321|118119011|2019-05-25 23:33:25+00:00|Sat May 25 23:33:25 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/3NjYNL
sismos_dot_cl|None|3.2 – 73 km al O de Cobquecura https://goo.gl/fb/vEDjgD #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132424969634361344|https://twitter.com/sismos_dot_cl/status/1132424969634361344|118119011|2019-05-25 23:15:26+00:00|Sat May 25 23:15:26 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/vEDjgD
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.2 – 7 km al S de Los Andes. https://goo.gl/fb/E4H4Ke #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132394236941410309 …|0|0|0|1132407062699433985|https://twitter.com/AlertaVR/status/1132407062699433985|3426754877|2019-05-25 22:04:17+00:00|Sat May 25 22:04:17 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/E4H4Ke,https://twitter.com/sismos_dot_cl/status/1132394236941410309
sismos_dot_cl|None|3.2 – 7 km al S de Los Andes. https://goo.gl/fb/E4H4Ke #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132394236941410309|https://twitter.com/sismos_dot_cl/status/1132394236941410309|118119011|2019-05-25 21:13:19+00:00|Sat May 25 21:13:19 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/E4H4Ke
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región de #Valparaíso. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:SNoYE|1|1|0|1132389849284136961|https://twitter.com/ChileAlertaApp/status/1132389849284136961|860969331294949376|2019-05-25 20:55:53+00:00|Sat May 25 20:55:53 +0000 2019||#Valparaíso #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.0 – 45 km al O de La Higuera https://goo.gl/fb/vo7Ssm #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132345705983500289 …|0|1|0|1132352976331452416|https://twitter.com/AlertaVR/status/1132352976331452416|3426754877|2019-05-25 18:29:22+00:00|Sat May 25 18:29:22 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/vo7Ssm,https://twitter.com/sismos_dot_cl/status/1132345705983500289
sismos_dot_cl|None|3.0 – 45 km al O de La Higuera https://goo.gl/fb/vo7Ssm #Terremoto #Temblor #sismos #chile #sismo|1|1|0|1132345705983500289|https://twitter.com/sismos_dot_cl/status/1132345705983500289|118119011|2019-05-25 18:00:28+00:00|Sat May 25 18:00:28 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/vo7Ssm
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.9 – 60 km al O de Cobquecura https://goo.gl/fb/eY5UJx #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132332402070687746 …|0|0|0|1132336625218932736|https://twitter.com/AlertaVR/status/1132336625218932736|3426754877|2019-05-25 17:24:23+00:00|Sat May 25 17:24:23 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/eY5UJx,https://twitter.com/sismos_dot_cl/status/1132332402070687746
sismos_dot_cl|None|3.9 – 60 km al O de Cobquecura https://goo.gl/fb/eY5UJx #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132332402070687746|https://twitter.com/sismos_dot_cl/status/1132332402070687746|118119011|2019-05-25 17:07:37+00:00|Sat May 25 17:07:37 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/eY5UJx
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.7 – 81 km al SE de Socaire https://goo.gl/fb/gYya1z #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132302015474876416 …|0|0|0|1132317739975098368|https://twitter.com/AlertaVR/status/1132317739975098368|3426754877|2019-05-25 16:09:21+00:00|Sat May 25 16:09:21 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/gYya1z,https://twitter.com/sismos_dot_cl/status/1132302015474876416
sismos_dot_cl|None|3.7 – 81 km al SE de Socaire https://goo.gl/fb/gYya1z #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132302015474876416|https://twitter.com/sismos_dot_cl/status/1132302015474876416|118119011|2019-05-25 15:06:52+00:00|Sat May 25 15:06:52 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/gYya1z
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 4.1 – 48 km al SO de Mina Collahuasi https://goo.gl/fb/AXVYjG #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132249792053039104 …|1|1|0|1132267372289695744|https://twitter.com/AlertaVR/status/1132267372289695744|3426754877|2019-05-25 12:49:12+00:00|Sat May 25 12:49:12 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/AXVYjG,https://twitter.com/sismos_dot_cl/status/1132249792053039104
sismos_dot_cl|None|4.1 – 48 km al SO de Mina Collahuasi https://goo.gl/fb/AXVYjG #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132249792053039104|https://twitter.com/sismos_dot_cl/status/1132249792053039104|118119011|2019-05-25 11:39:21+00:00|Sat May 25 11:39:21 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/AXVYjG
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.8 – 64 km al SO de Mina Collahuasi https://goo.gl/fb/39LuMB #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132247281170829312 …|0|0|0|1132248480846630913|https://twitter.com/AlertaVR/status/1132248480846630913|3426754877|2019-05-25 11:34:08+00:00|Sat May 25 11:34:08 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/39LuMB,https://twitter.com/sismos_dot_cl/status/1132247281170829312
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.3 – 43 km al SO de Mina Collahuasi https://goo.gl/fb/dPDi72 #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132237922973962240 …|0|0|0|1132248475687620615|https://twitter.com/AlertaVR/status/1132248475687620615|3426754877|2019-05-25 11:34:07+00:00|Sat May 25 11:34:07 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/dPDi72,https://twitter.com/sismos_dot_cl/status/1132237922973962240
sismos_dot_cl|None|3.8 – 64 km al SO de Mina Collahuasi https://goo.gl/fb/39LuMB #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132247281170829312|https://twitter.com/sismos_dot_cl/status/1132247281170829312|118119011|2019-05-25 11:29:22+00:00|Sat May 25 11:29:22 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/39LuMB
earthquakevt|None|#Vanuatu: A strong #earthquake of magnitude Mww=5.6, was registered at 67 KM NNW of #Isangel, #Tafea prov. Depth: 140,6 KM. More info: https://on.doi.gov/2EvqWCI Avez-vous ressenti le #séisme?, Dites-nous!. #EQVT, #tremblement, #TremblementDeTerre, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/UR88f6mRFn|14|12|0|1132239187200155649|https://twitter.com/earthquakevt/status/1132239187200155649|352358792|2019-05-25 10:57:12+00:00|Sat May 25 10:57:12 +0000 2019||#Vanuatu #earthquake #Isangel #Tafea #séisme #EQVT #tremblement #TremblementDeTerre #seísmo #sismo #temblor #terremoto||https://on.doi.gov/2EvqWCI
sismos_dot_cl|None|3.3 – 43 km al SO de Mina Collahuasi https://goo.gl/fb/dPDi72 #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132237922973962240|https://twitter.com/sismos_dot_cl/status/1132237922973962240|118119011|2019-05-25 10:52:11+00:00|Sat May 25 10:52:11 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/dPDi72
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.3 – 56 km al N de Pica https://goo.gl/fb/B4PjrY #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132219192357396480 …|0|0|0|1132229647704313856|https://twitter.com/AlertaVR/status/1132229647704313856|3426754877|2019-05-25 10:19:18+00:00|Sat May 25 10:19:18 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/B4PjrY,https://twitter.com/sismos_dot_cl/status/1132219192357396480
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.2 – 45 km al O de Tirúa https://goo.gl/fb/HegZoy #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132206748276854784 …|0|0|0|1132229644562894848|https://twitter.com/AlertaVR/status/1132229644562894848|3426754877|2019-05-25 10:19:17+00:00|Sat May 25 10:19:17 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/HegZoy,https://twitter.com/sismos_dot_cl/status/1132206748276854784
sismos_dot_cl|None|3.3 – 56 km al N de Pica https://goo.gl/fb/B4PjrY #Terremoto #Temblor #sismos #chile #sismo|1|3|0|1132219192357396480|https://twitter.com/sismos_dot_cl/status/1132219192357396480|118119011|2019-05-25 09:37:45+00:00|Sat May 25 09:37:45 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/B4PjrY
FormacionySalud|None|#Earthquake #Sismo #Temblor #Terremoto de magnitud 5,0, profundidad de 30,4 km, a 5 km de Mutsuzawa, Prefectura de #Chiba, #Japón. #Seísmo de magnitud 5.2, registrado a 47 km al SW de #Andalgala, provincia de #Catamarca, #Argentina.pic.twitter.com/MswZ7L2lkn|0|0|0|1132213142547836928|https://twitter.com/FormacionySalud/status/1132213142547836928|2558611388|2019-05-25 09:13:43+00:00|Sat May 25 09:13:43 +0000 2019||#Earthquake #Sismo #Temblor #Terremoto #Chiba #Japón #Seísmo #Andalgala #Catamarca #Argentina||
sismos_dot_cl|None|3.2 – 45 km al O de Tirúa https://goo.gl/fb/HegZoy #Terremoto #Temblor #sismos #chile #sismo|0|2|0|1132206748276854784|https://twitter.com/sismos_dot_cl/status/1132206748276854784|118119011|2019-05-25 08:48:18+00:00|Sat May 25 08:48:18 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/HegZoy
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.5 – 29 km al O de La Serena https://goo.gl/fb/NFGU1i #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132201496764981248 …|0|0|0|1132203173182148608|https://twitter.com/AlertaVR/status/1132203173182148608|3426754877|2019-05-25 08:34:06+00:00|Sat May 25 08:34:06 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/NFGU1i,https://twitter.com/sismos_dot_cl/status/1132201496764981248
sismos_dot_cl|None|3.5 – 29 km al O de La Serena https://goo.gl/fb/NFGU1i #Terremoto #Temblor #sismos #chile #sismo|0|2|0|1132201496764981248|https://twitter.com/sismos_dot_cl/status/1132201496764981248|118119011|2019-05-25 08:27:26+00:00|Sat May 25 08:27:26 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/NFGU1i
earthquakevt|None|#Japan: A moderate #earthquake of magnitude Mww=5.0, was registered at 10 KM NW of #Ōhara, #Chiba prefecture. Depth: 30,4 KM. More info: https://on.doi.gov/2Wsb0LG Did you feel this earthquake?, Tell us!. #EQVT, #quake, #地震, #seísmo, #sismo, #temblor, #terremoto, #지진, #Землетрясение.pic.twitter.com/nvL6avc7UW|6|9|0|1132175944381272064|https://twitter.com/earthquakevt/status/1132175944381272064|352358792|2019-05-25 06:45:54+00:00|Sat May 25 06:45:54 +0000 2019||#Japan #earthquake #Ōhara #Chiba #EQVT #quake #地震 #seísmo #sismo #temblor #terremoto #지진 #Землетрясение||https://on.doi.gov/2Wsb0LG
ESPECIGEST|None|#Sismo   en #Lima: de magnitud 3,8 se registró en Cañete, #Peru. #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/ClCNMy5url|1|0|0|1132123241277997056|https://twitter.com/ESPECIGEST/status/1132123241277997056|1592035789|2019-05-25 03:16:29+00:00|Sat May 25 03:16:29 +0000 2019||#Sismo #Lima #Peru #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.1 – 179 km al SO de Tirúa https://goo.gl/fb/yg7Q6W #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132110538891096064 …|1|0|0|1132115109856370693|https://twitter.com/AlertaVR/status/1132115109856370693|3426754877|2019-05-25 02:44:10+00:00|Sat May 25 02:44:10 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/yg7Q6W,https://twitter.com/sismos_dot_cl/status/1132110538891096064
sismos_dot_cl|None|3.1 – 179 km al SO de Tirúa https://goo.gl/fb/yg7Q6W #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132110538891096064|https://twitter.com/sismos_dot_cl/status/1132110538891096064|118119011|2019-05-25 02:26:00+00:00|Sat May 25 02:26:00 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/yg7Q6W
sismos_dot_cl|None|3.5 – 93 km al SE de Socaire https://goo.gl/fb/J6iAD8 #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132792621577986050|https://twitter.com/sismos_dot_cl/status/1132792621577986050|118119011|2019-05-26 23:36:21+00:00|Sun May 26 23:36:21 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/J6iAD8
hashtagvico|None|Parte de los derrumbes en la carretera Moyobamba - Tarapoto #Temblor #Sismo #Terremoto pic.twitter.com/yWG9tb3yF3|7|4|0|1132776553853706241|https://twitter.com/hashtagvico/status/1132776553853706241|447674408|2019-05-26 22:32:31+00:00|Sun May 26 22:32:31 +0000 2019||#Temblor #Sismo #Terremoto||
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.2 – 40 km al SE de Pica https://goo.gl/fb/kvLtr2 #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1132763966248247297 …|0|0|0|1132769444416184321|https://twitter.com/AlertaVR/status/1132769444416184321|3426754877|2019-05-26 22:04:16+00:00|Sun May 26 22:04:16 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/kvLtr2,https://twitter.com/sismos_dot_cl/status/1132763966248247297
sismos_dot_cl|None|3.2 – 40 km al SE de Pica https://goo.gl/fb/kvLtr2 #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1132763966248247297|https://twitter.com/sismos_dot_cl/status/1132763966248247297|118119011|2019-05-26 21:42:29+00:00|Sun May 26 21:42:29 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/kvLtr2
