id_original|user|username|hour|date|text
1132580292601044993|Nestor_Aguilera|@Angelse63|8:35|26 may. 2019|Se fueron a la chucha los detenidos..jajajajaja
1132580292601044993|Nestor_Aguilera|@diegowritings|7:27|26 may. 2019|Son presos de comisaria, algun borracho algun sin licencia algun peleon no son detenidos de alta peligrosidad
1132580292601044993|Nestor_Aguilera|@SamuelSotoRive2|6:50|26 may. 2019|Ke vergüenza, esas vidas no valen, debieron dejarlo morir
1132580292601044993|Nestor_Aguilera|@seokie_09|8:16|26 may. 2019|"No creo que ""muerte"" sea la buena idea :/ bueno si usted piensa así...."
1132580292601044993|Nestor_Aguilera|@SamuelSotoRive2|17:50|26 may. 2019|Bueno, en realidad, no debieron haberlos sacados de sus celdas
1132580292601044993|Nestor_Aguilera|@lunamoche|7:02|26 may. 2019|@proyectoladob @GMGrets
1132580292601044993|Nestor_Aguilera|@GMGrets|7:54|26 may. 2019|Por lo menos les abrieron la celda! Considerado.
1132580292601044993|Nestor_Aguilera|@chinesse78|2:35|26 may. 2019|#chuchalosdetenidos
1132580292601044993|Nestor_Aguilera|@rox_salgado|19:52|26 may. 2019|Sot yo aún detenido iba en calzones
1132580292601044993|Nestor_Aguilera|@TeranIngrid|9:35|26 may. 2019|Muy bien primero pensar en sus vidas, después... le preocupa que se fueran  pero ante todo actuó como un ser humano
1132580292601044993|Nestor_Aguilera|@Ignacio86636235|3:01|26 may. 2019|La verdad no es tan impresionante...
1132580292601044993|Nestor_Aguilera|@Andromedacomp|9:00|26 may. 2019|jajaja aprovecharon los presos para huir delante de los policias?
1132580292601044993|Nestor_Aguilera|@karydelvalle1|6:37|26 may. 2019|jajajjaajaajajjjajaaja
1132580292601044993|Nestor_Aguilera|@edouardjacho|5:02|26 may. 2019|Esposas para dos y nadie se iba
1132580292601044993|Nestor_Aguilera|@xavarreiro|2:48|26 may. 2019|@JackelyDiazS mira
1132580292601044993|Nestor_Aguilera|@VinizioMontoya|11:42|26 may. 2019|Cabe recalcar que esos detenido no están condenados . Son delitos menores. Es lógico que los hicieron salir .
1132577525589303296|SputnikMundo|@EdsolMr|4:59|26 may. 2019|Estaremos con ustedes hermanos de Perú.  Ojalá y que no hayan sido mucho los daños.
1132577525589303296|SputnikMundo|@WeberIzabel|4:13|26 may. 2019|
1132577525589303296|SputnikMundo|@EdsolMr|4:59|26 may. 2019|Ahora es cuando más Unidos deben de estar.
1132575652828200960|EnriqueNanez|@carlosofficial4|2:19|26 may. 2019|Están confirmadas que esas fotos son de hoy ?
1132575652828200960|EnriqueNanez|@EnriqueNanez|2:21|26 may. 2019|Así es, son de hoy
1132575652828200960|EnriqueNanez|@aklpaddy|2:23|26 may. 2019|Hi there. I am a journalist in New Zealand. Did you take these images and if so, can I have permission to use your tweet in a story?
1132575652828200960|EnriqueNanez|@EnriqueNanez|2:55|26 may. 2019|Ok
1132575652828200960|EnriqueNanez|@edu_salasc|5:41|26 may. 2019|La foto de la camioneta roja parece del terremoto que hubo en Ecuador en el 2016, no desinformar
1132575652828200960|EnriqueNanez|@keira_epk|15:44|26 may. 2019|Esas imágenes son fake, pertenecen a Chile y Ecuador. No desinformen.
1132575652828200960|EnriqueNanez|@GISS_L0VE|13:46|26 may. 2019|la segunda foto es del terremoto de chile. no desinformes
1132575652828200960|EnriqueNanez|@Lauragu99714734|15:57|26 may. 2019|La segunda imagen es de Chile 2014 así que borralo
1132575652828200960|EnriqueNanez|@chemexi|2:15|26 may. 2019|@aklpaddy check this out
1132575652828200960|EnriqueNanez|@jflavio11|17:53|26 may. 2019|Eres Licenciado en Comunicación Social y no estás verificando la fuente de las imágenes que has puesto... Sabes que, por lo menos, una de ellas es de un terremoto que ocurrió en Chile, ¿cierto?
1132575652828200960|EnriqueNanez|@hcspa|2:34|26 may. 2019|la segunda no
1132575050249494528|Dinand99384549|@Cebrino85Carlos|8:39|26 may. 2019|Joooder ya no saben que invertirse para intentar demostrar la tierra plana. Esto que pone no tiene ni pies ni cabeza.
1132575050249494528|Dinand99384549|@SociedadTierra|6:00|26 may. 2019|¿Y como demuestra esto exactamente la Tierra Plana?
1132575050249494528|Dinand99384549|@MapAle_|2:22|26 may. 2019|Debe ser por la Cordillera de Los Andes
1132573364315414529|rodrigo_apolo|@viko2307|2:15|26 may. 2019|No desinformemos. Tengamos cuidado con las imágenes que compartimospic.twitter.com/eTpY9cUrzS
1132573364315414529|rodrigo_apolo|@pituguines|7:57|26 may. 2019|Ojo hay imágenes de un terremoto de chile
1132573364315414529|rodrigo_apolo|@eltoponew|2:25|26 may. 2019|Esto es falso OJO!!!!! Informar bien las cosas!!!!
1132572744393154560|FEP1916|@eduardoe|2:26|26 may. 2019|La primera foto es de un mall de La Serena, aquí en Chile, porque aparecen dos cadenas locales de comida rápida (Tarragona y Pedro, Juan y Diego), y tal vez sea del terremoto de 2015.
1132572744393154560|FEP1916|@FEP1916|2:29|26 may. 2019|El terremoto afecta varios países de la región, incluído Chile.
1132572744393154560|FEP1916|@eduardoe|2:41|26 may. 2019|De todas maneras la foto no es correcta. Además las noticias locales solo indican que se percibió en Arica, sin ningún daño.
1132572744393154560|FEP1916|@FEP1916|2:55|26 may. 2019|Ahora publicamos la fuente. Saludos.
1132572744393154560|FEP1916|@viniciomv|2:05|26 may. 2019|La última foto no es actual. Eso fue un evento que ocurrió en Ecuador en el 2018pic.twitter.com/znCXYxZXbI
1132572744393154560|FEP1916|@FEP1916|2:28|26 may. 2019|Ahora publicamos la fuente. Saludos.
1132572744393154560|FEP1916|@CristianSqch|15:57|26 may. 2019|Indeci de Chiclayo ya confirmó que es falso la muerte del bebé. Hay que verificar sus fuentes.
1132571112922079232|Pusycat2017|@Ekeko66|2:04|26 may. 2019|Lo que indica que en esa zona hay una falla que recorre el continente de extremo a extremo, nuestros científicos deben interesarse.  @ConcytecPeru @gorjeda
1132571112922079232|Pusycat2017|@ANANKA63|2:03|26 may. 2019|Ha durado 2 minutos y algo
1132569090512629760|IrINaArtxa|@soufiane_fekair|10:20|26 may. 2019|¿Están las cosas bien por hora?
1132569090512629760|IrINaArtxa|@danny_elfidio|1:52|26 may. 2019|Se sintió acá en Guayaquil Ecuador
1132568327715475456|RadioPlayInter|@IrisTrivino|1:48|26 may. 2019|Esa imagen es del 2018 no desinformar por favor
1132568327715475456|RadioPlayInter|@ilianalizbeths|1:48|26 may. 2019|Esa foto es de un archivo, no es actual
1132568327715475456|RadioPlayInter|@Buenmuchacho74|1:55|26 may. 2019|pic.twitter.com/7NRuifElUf
1132568327715475456|RadioPlayInter|@jjestherp|7:15|26 may. 2019|Esa foto es del año pasado 2018https://www.elcomercio.com/actualidad/puente-desplomo-cayamatza-zamora-lluvia.html …
1132568327715475456|RadioPlayInter|@sismoecuador|2:43|26 may. 2019|2018
1132568327715475456|RadioPlayInter|@ElCaminantep|1:55|26 may. 2019|Falsopic.twitter.com/ZGIRUa75ih
1132568158563385344|Jealesaid|@iLovePhoneSex|1:46|26 may. 2019|El vecinito resulto vecinita
1132568158563385344|Jealesaid|@Jealesaid|1:47|26 may. 2019|JAJAJAJSJSJJAJSJS
1132568158563385344|Jealesaid|@imfrankblanco|1:47|26 may. 2019|
1132568158563385344|Jealesaid|@hobsbae_|1:50|26 may. 2019|JAJAJAJAJAJJJAJAJAJAJAJA
1132568158563385344|Jealesaid|@renatopr19|1:45|26 may. 2019|@Mishellgalindo1 mira
1132568158563385344|Jealesaid|@renatopr19|1:49|26 may. 2019|Jajaja yo no salí de mi cama, hace frio
1132568158563385344|Jealesaid|@renatopr19|1:50|26 may. 2019|Jajaja uno se muere por desesperado
1132567676960878592|neditflores|@PameVillagomez5|2:38|26 may. 2019|Vivo en Peru desde hace uño y medio y aprendí amar tanto a Peru que me duele ver estas imágenes, espero que no haya pérdidas humanas.
1132567676960878592|neditflores|@nograbonilla|20:49|26 may. 2019|@mabel_huertas @MilagrosLeivaG @RosanaCuevaM @gatorouge @MartinVizcarraC
1132567676960878592|neditflores|@War1955|5:53|26 may. 2019|Espero que estén bien
1132567633574932481|ilustrador|@jafepineda|12:40|26 may. 2019|Espectacular didáctica.
1132567633574932481|ilustrador|@MLuluxs|12:33|26 may. 2019|@Vz13Diego este amor
1132567633574932481|ilustrador|@JoseClavijoH|10:43|26 may. 2019|agradecería una explicación un poco más detallada sobre el vídeo, si no fuera molestia
1132567633574932481|ilustrador|@FergieNaranjo|1:45|26 may. 2019|Omg
1132566292483911680|MadameTempestad|@mafer20923|1:50|26 may. 2019|Mi Brenda y Benji siempre ladraban 3 minutos antes de que empezara un temblor! Ay nooo, me acaban de datear que en 1 hora habrá una réplica, ojalá sea falsa alarma, pero igualmente hay que estar alertas, definitivamente no podré dormir. #temblor #terremoto #Alerta
1132566292483911680|MadameTempestad|@MSiabala|1:42|26 may. 2019|Pobrecitos, en cambio mi gato siguio durmiendo
1132566292483911680|MadameTempestad|@jaimesullontwit|1:40|26 may. 2019|Asuuuuu...jaurila d lobos.. tenebroso
1132566292483911680|MadameTempestad|@alanxicoch|12:15|28 may. 2019|Son chuscos? Creo que los chuscos aún no pierden esa cualidad
1132565301785182208|earthquakevt|@DraBobadilla|2:26|26 may. 2019|Never ending #earthquake here in Bogotá
1132565301785182208|earthquakevt|@ChurosCamargo|2:30|26 may. 2019|São Paulo?
1132563931329912832|AnimalistaPeru|@clauOO6|1:48|26 may. 2019|Atras de mi casa hay una veterinaria que los perritos estan ladrando encerrados fuertisimo como rasgando su jaula q dolor dios
1132563931329912832|AnimalistaPeru|@PattySSL|1:53|26 may. 2019|Que insensible pueden ser, esto debe ser denunciado, es clarísimo que no es la unica veterinaria que tienen a perros así para venderlos. Espero tomen cartas en el asunto las autoridades.
1132563931329912832|AnimalistaPeru|@Celi92453373|1:51|26 may. 2019|Ellos también se asustan.. fue el primero en levantarse.y ladrar...lo cargue. .como estamos en el tercer para bajar..pic.twitter.com/2DoEeK2xE8
1132563931329912832|AnimalistaPeru|@Dra_Caligari|1:51|26 may. 2019|Yo dejo a todo mundo atrás pero me llevo a mis perras carajo
1132563931329912832|AnimalistaPeru|@RocioGalvz|1:29|26 may. 2019|Cargando a mi gata, esperando en la puerta por si se ponía peor. Es su primer temblor!
1132563931329912832|AnimalistaPeru|@CarmenRosa21AC|1:38|26 may. 2019|Te recomiendo que la metas en su canil  ( o se llame) y ahi la lleves porque durante la emergencia se asustan y se te puede ir, me recomendó el veterinario de mi gato.
1132563931329912832|AnimalistaPeru|@cicci20172008|1:51|26 may. 2019|Mi perrita seguía durmiendo solo Se levantó xxq todos salimos a y prendimos luces
1132563931329912832|AnimalistaPeru|@ErnestoJimenex|1:55|26 may. 2019|Uxa pensaba que se iba a pasear.
1132563931329912832|AnimalistaPeru|@ElizabethMochi|10:05|26 may. 2019|Cargamos a mi perrita (que es enorme) y salimos a la calle a esperar que pasara todo. Me hizo recordar que debo comprarle un nuevo arnés (╯︵╰,)
1132563931329912832|AnimalistaPeru|@VeronicaJanet|1:50|26 may. 2019|Estoy cerca a #Huacho y mis gatos se asustaron un poco, más mus perros.
1132563931329912832|AnimalistaPeru|@szyslak_munchen|1:50|26 may. 2019|Mi esposa la primera buscando al gato y metiéndolo en su caja para sacarlo
1132563931329912832|AnimalistaPeru|@Fny_Ob|1:37|26 may. 2019|A mi perrita la tuve cargada y temblaba horrible  No se olviden de sacarlos con correa y medalla de identificación!!
1132563931329912832|AnimalistaPeru|@FioFio11|8:13|26 may. 2019|Mi perrita empezo a ladrar, ella nos desperto, la cargamos para salir. Desde hoy volverá a dormir con su collar y plaquita.
1132563931329912832|AnimalistaPeru|@laovejatomica|8:10|26 may. 2019|Nunca! Salí con mis dos hijos!!
1132563931329912832|AnimalistaPeru|@Ashly5108|7:48|26 may. 2019|Yo lo primero que hice fue salir de la casa con mi perro y mi mami  no nos olvidemos de ellos
1132563931329912832|AnimalistaPeru|@OmarStebn2016|1:46|26 may. 2019|Si lo tengo en la puerta junto a la mochila de emergencia
1132563931329912832|AnimalistaPeru|@laurabel01|1:47|26 may. 2019|Cinco perrunos, mi madre;a sacar temple y fuerza para cuidar de todos
1132563830272385024|pedro_mendez_d|@zolangegonzalez|2:55|26 may. 2019|Así estamos.
1132562083734851585|unhinchacrema|@IrlandaMarielos|13:24|27 may. 2019|
1132562083734851585|unhinchacrema|@aditanel|5:35|26 may. 2019|
1132561880764047360|earthquakevt|@Solqf|1:47|26 may. 2019|Machala-Ecuador fuerte movimiento, duró 2minutos. Bendiciones de Dios  para todos y especialmente para los países que nos encontramos en el cinturón de fuego.
1132561880764047360|earthquakevt|@My4EverWorld|2:20|26 may. 2019|Tambien se sintio fuerte en Quito. Saludos y buenos deseos
1132561880764047360|earthquakevt|@Solqf|6:24|26 may. 2019|Saludos, Dios nos proteja, hay que mantener la calma
1132561880764047360|earthquakevt|@naranjairlande1|1:21|26 may. 2019|A lot of movement here in #bogota #Temblor
1132561880764047360|earthquakevt|@TeffaSweet|1:21|26 may. 2019|Horrible!! In Lima we haven't felt anything like that since 2007's earthquake
1132561880764047360|earthquakevt|@yennys19|1:20|26 may. 2019|En Puerto Ordaz, Venezuela también se sintió y bastante fuerte
1132561880764047360|earthquakevt|@My4EverWorld|2:16|26 may. 2019|In Quito I felt it the building was rocking. I just didn't know what to do and my body never shook the way it did.  thankful that my family and I are ok.
1132561880764047360|earthquakevt|@MaisaFS|1:21|26 may. 2019|In was felt in #Bolivia too.
1132561880764047360|earthquakevt|@MaisaFS|1:22|26 may. 2019|*It
1132561880764047360|earthquakevt|@gabolivar|1:30|26 may. 2019|We felt it in Caracas, Venezuela
1132561880764047360|earthquakevt|@VivianaGz|2:04|26 may. 2019|The walls sounded like a water rolling down !
1132561880764047360|earthquakevt|@Ronald_Johann|2:15|26 may. 2019|There were 127 seconds, since 2007 we don't feel that kind movement 02:41 am; from Lima Peru
1132561880764047360|earthquakevt|@EvelynSMV|1:28|26 may. 2019|2 minutos de duracion aprox en lima, se sintio fuerte, ventanas y puertas sinaban, arañas se balanceban
1132561880764047360|earthquakevt|@Barbara_BSC|1:30|26 may. 2019|Si en Guayaquil Ecuador! Todos salimos a la calle. Fue fuerte
1132561880764047360|earthquakevt|@SofiaCatalinaT1|6:44|26 may. 2019|Yeah! We felt it in the south of Colombia
1132561880764047360|earthquakevt|@BlankiiEnLaRuta|1:59|26 may. 2019|More than 2 minutes, long and strong. I thought it would never stop! I love in the first floor in a building... Lima, Peru.
1132561880764047360|earthquakevt|@BlankiiEnLaRuta|2:00|26 may. 2019|Live*
1132561617097564160|EnriquedeJessH1|@Alejand19550545|1:19|26 may. 2019|Ha Sido terremoto en el Amazonas del Perú, Loreto
1132561617097564160|EnriquedeJessH1|@ANANKA63|14:19|26 may. 2019|Gracias desde Lima  / Perú, sólo se reportó un muerto, por la magnitud y duración pensé que serían cientos
1132561087474425856|washy2050|@SiempreConBTS|4:14|26 may. 2019|Porque en Colombia más fuerte, si el epicentro fue en Perú? Disculpa mi ignorancia
1132561087474425856|washy2050|@06_06R|6:32|26 may. 2019|No entiendo, fueron 3 terremotos?
1132561087474425856|washy2050|@yoselin25993267|9:53|26 may. 2019|No sentí nada ;-; Soy de Cali, Colombia
1132561087474425856|washy2050|@castillo_veliz|8:26|26 may. 2019|Tengo entendido que el epicentro fue en Peru y fue de menor magnitud ??? Colombia??
1132560808947404800|brunoacme|@Giovannysand1|6:07|26 may. 2019|Aquí en Colombia también se sintió
1132560808947404800|brunoacme|@ibetcarreno|1:27|26 may. 2019|Ojala que ya no :c
1132560808947404800|brunoacme|@JimenezCamila24|1:16|26 may. 2019|:((
1132560194477674498|Dinand99384549|@Rousse_ML|1:14|26 may. 2019|Por eso el shampoo viene con instrucciones.
1132560194477674498|Dinand99384549|@Dinand99384549|1:39|26 may. 2019|las personas no soportamos mantener al mismo tiempo dos pensamientos o creencias contradictorias, y automáticamente, justificamos dicha contradicción, aunque para ello sea necesario recurrir a argumentaciones absurdos buenas noches y la tierra es plana y estacionaria
1132560194477674498|Dinand99384549|@Rousse_ML|4:45|26 may. 2019|Si fuera lógico
1132560194477674498|Dinand99384549|@Rosa19951|1:20|26 may. 2019|En Lima también se sintió
1132560194477674498|Dinand99384549|@Alejand19550545|1:15|26 may. 2019|De dónde eres?
1132560194477674498|Dinand99384549|@Alejand19550545|1:13|26 may. 2019|??!
1132559668985786369|MadameTempestad|@mafer20923|1:30|26 may. 2019|Recién me estoy calmando, es que tengo un pánico espantoso a los #sismos... y éste fue muy fuerte, sólo atiné a situarme en una columna y quedé paralizada, mientras se me salían las lágrimas y rezaba.
1132559668985786369|MadameTempestad|@MadameTempestad|1:31|26 may. 2019|Agua con azúcar....y a estar pendientes
1132559668985786369|MadameTempestad|@mafer20923|1:34|26 may. 2019|Gracias, tomaré agua con azúcar, porque mis piernas aún siguen temblando
1132559668985786369|MadameTempestad|@MadameTempestad|1:35|26 may. 2019|Receta de la abuela
1132559668985786369|MadameTempestad|@richardcalleh|9:02|26 may. 2019|Ancianos y niños primero, llaves, celular con cable y billetera, mochilita
1132559668985786369|MadameTempestad|@ElOpina42953979|1:12|26 may. 2019|Si tranquilos hasta mañana.
1132559536877969408|JRivadeneyraR|@CarlosCrisanto9|1:32|26 may. 2019|
1132559536877969408|JRivadeneyraR|@LuisPSinticala|1:12|26 may. 2019|Jajaja
1132559536877969408|JRivadeneyraR|@fernandommori|1:12|26 may. 2019|Pero igual no lo aprovechó...
1132559340060127232|MadameTempestad|@jaimesullontwit|1:15|26 may. 2019|A mi me están saturando el wasapp
1132559340060127232|MadameTempestad|@MadameTempestad|1:16|26 may. 2019|Eso, curiosamente, es mejor
1132559340060127232|MadameTempestad|@ElOpina42953979|1:10|26 may. 2019|SMS si para que si funciona
1132559268521975808|PeruanoComunica|@LuigiSanguineti|1:11|26 may. 2019|No es gracioso.
1132559268521975808|PeruanoComunica|@rubenllerena|1:20|26 may. 2019|No tanto basura !
1132559152855826432|pedro_mendez_d|@CprcMir2013|1:19|26 may. 2019|aqui en Perú  se sintió fuertisimo..duró como un minuto
1132559152855826432|pedro_mendez_d|@Genesis26848177|2:27|26 may. 2019|Aquí en Peru fue a las 2:41 duró más de dos minutos
1132559152855826432|pedro_mendez_d|@DagerJoseph|1:37|26 may. 2019|Fecha y Hora Local: 26/05/2019 02:41:12 Magnitud: 7.2 Profundidad: 141km Latitud: -5.70 Longitud: -75.27 Intensidad: IV Lagunas Referencia: 70 km al SE de Lagunas, Alto Amazonas - Loreto Mapa: http://ultimosismo.igp.gob.pe/mapa/-5.6973/- …
1132559152855826432|pedro_mendez_d|@Montealegre81|1:33|26 may. 2019|Estoy en Caracas y se sintió levemente. Pero igual se sintió.
1132559152855826432|pedro_mendez_d|@mercadoregulado|2:58|26 may. 2019|asi es en catia fue leve #ccs
1132559152855826432|pedro_mendez_d|@guaricha7|2:19|26 may. 2019|En Sebucan se sintió
